#                                                                                       --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name        accession   tlen query name                      accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#------------------- ---------- -----            -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
M02696:28:000000000-ATWK5:1:1101:22204:1219 -            335 4_LSU_Fungi_Ge_4_LSU_start_fiftytwo_long -             45   2.6e-14   46.0   0.0   1   1   4.9e-14     5e-14   45.0   0.0     1    45   276   319   276   319 0.96 -
M02696:28:000000000-ATWK5:1:1101:14399:1476 -            340 4_LSU_Fungi_Ge_4_LSU_start_fiftytwo_long -             45   2.7e-14   45.9   0.0   1   1   4.6e-14   4.6e-14   45.2   0.0     1    45   281   324   281   324 0.95 -
M02696:28:000000000-ATWK5:1:1101:12975:3510 -            339 4_LSU_Fungi_Ge_4_LSU_start_fiftytwo_long -             45   2.7e-14   45.9   0.0   1   1   4.5e-14   4.6e-14   45.2   0.0     1    45   281   324   281   324 0.95 -
M02696:28:000000000-ATWK5:1:1101:23056:4493 -            335 4_LSU_Fungi_Ge_4_LSU_start_fiftytwo_long -             45   2.8e-14   45.8   0.0   1   1   4.9e-14     5e-14   45.0   0.0     1    45   276   319   276   319 0.96 -
M02696:28:000000000-ATWK5:1:1101:18338:3967 -            335 4_LSU_Fungi_Ge_4_LSU_start_fiftytwo_long -             45   2.9e-14   45.8   0.0   1   1   5.8e-14   5.9e-14   44.8   0.0     3    45   278   319   276   319 0.96 -
M02696:28:000000000-ATWK5:1:1101:19390:1514 -            335 4_LSU_Fungi_Ge_4_LSU_start_fiftytwo_long -             45     3e-14   45.8   0.0   1   1   5.8e-14   5.9e-14   44.8   0.0     3    45   278   319   276   319 0.96 -
M02696:28:000000000-ATWK5:1:1101:8797:1471  -            335 4_LSU_Fungi_Ge_4_LSU_start_fiftytwo_long -             45   3.1e-14   45.7   0.0   1   1   5.8e-14   5.9e-14   44.8   0.0     3    45   278   319   276   319 0.96 -
M02696:28:000000000-ATWK5:1:1101:14739:2910 -            335 4_LSU_Fungi_Ge_4_LSU_start_fiftytwo_long -             45   3.1e-14   45.7   0.0   1   1   5.8e-14   5.9e-14   44.8   0.0     3    45   278   319   276   319 0.96 -
M02696:28:000000000-ATWK5:1:1101:19331:3209 -            341 4_LSU_Fungi_Ge_4_LSU_start_fiftytwo_long -             45   3.3e-14   45.6   0.0   1   1     6e-14     6e-14   44.8   0.0     3    45   284   325   282   325 0.96 -
M02696:28:000000000-ATWK5:1:1101:22626:4435 -            337 4_LSU_Fungi_Ge_4_LSU_start_fiftytwo_long -             45   3.4e-14   45.6   0.0   1   1   5.9e-14   5.9e-14   44.8   0.0     3    45   280   321   278   321 0.96 -
M02696:28:000000000-ATWK5:1:1101:14097:1892 -            337 4_LSU_Fungi_Ge_4_LSU_start_fiftytwo_long -             45   3.4e-14   45.6   0.0   1   1   5.9e-14   5.9e-14   44.8   0.0     3    45   280   321   278   321 0.96 -
M02696:28:000000000-ATWK5:1:1101:10809:1250 -            337 4_LSU_Fungi_Ge_4_LSU_start_fiftytwo_long -             45   3.5e-14   45.5   0.0   1   1   5.9e-14   5.9e-14   44.8   0.0     3    45   280   321   278   321 0.96 -
M02696:28:000000000-ATWK5:1:1101:19239:1862 -            344 4_LSU_Fungi_Ge_4_LSU_start_fiftytwo_long -             45   3.6e-14   45.5   0.0   1   1     8e-14     8e-14   44.4   0.0     3    45   287   328   286   328 0.96 -
M02696:28:000000000-ATWK5:1:1101:21979:1862 -            375 4_LSU_Fungi_Ge_4_LSU_start_fiftytwo_long -             45   3.9e-14   45.4   0.0   1   1   6.7e-14   6.8e-14   44.6   0.0     1    45   316   359   316   359 0.96 -
M02696:28:000000000-ATWK5:1:1101:5377:4201  -            341 4_LSU_Fungi_Ge_4_LSU_start_fiftytwo_long -             45   4.2e-14   45.3   0.0   1   1   7.5e-14   7.5e-14   44.5   0.0     3    45   284   325   283   325 0.96 -
M02696:28:000000000-ATWK5:1:1101:11927:4457 -            335 4_LSU_Fungi_Ge_4_LSU_start_fiftytwo_long -             45   4.6e-14   45.1   0.0   1   1   7.7e-14   7.7e-14   44.4   0.0     3    45   278   319   277   319 0.96 -
M02696:28:000000000-ATWK5:1:1101:13008:1478 -            343 4_LSU_Fungi_Ge_4_LSU_start_fiftytwo_long -             45   4.6e-14   45.1   0.0   1   1   7.9e-14     8e-14   44.4   0.0     3    45   286   327   285   327 0.96 -
M02696:28:000000000-ATWK5:1:1101:18763:2146 -            335 4_LSU_Fungi_Ge_4_LSU_start_fiftytwo_long -             45   4.6e-14   45.1   0.0   1   1   7.7e-14   7.7e-14   44.4   0.0     3    45   278   319   277   319 0.96 -
M02696:28:000000000-ATWK5:1:1101:21958:1445 -            340 4_LSU_Fungi_Ge_4_LSU_start_fiftytwo_long -             45   4.6e-14   45.1   0.0   1   1   7.8e-14   7.9e-14   44.4   0.0     3    45   283   324   282   324 0.96 -
M02696:28:000000000-ATWK5:1:1101:24972:2862 -            346 4_LSU_Fungi_Ge_4_LSU_start_fiftytwo_long -             45   4.7e-14   45.1   0.0   1   1     8e-14   8.1e-14   44.4   0.0     3    45   289   330   288   330 0.96 -
M02696:28:000000000-ATWK5:1:1101:16217:1134 -            347 4_LSU_Fungi_Ge_4_LSU_start_fiftytwo_long -             45   4.7e-14   45.1   0.0   1   1   8.1e-14   8.1e-14   44.4   0.0     3    45   289   330   288   330 0.96 -
M02696:28:000000000-ATWK5:1:1101:9755:1131  -            346 4_LSU_Fungi_Ge_4_LSU_start_fiftytwo_long -             45   4.7e-14   45.1   0.0   1   1     8e-14   8.1e-14   44.4   0.0     3    45   289   330   288   330 0.96 -
M02696:28:000000000-ATWK5:1:1101:10554:1487 -            342 4_LSU_Fungi_Ge_4_LSU_start_fiftytwo_long -             45   4.7e-14   45.1   0.0   1   1   7.9e-14     8e-14   44.4   0.0     3    45   285   326   284   326 0.96 -
M02696:28:000000000-ATWK5:1:1101:20290:4623 -            342 4_LSU_Fungi_Ge_4_LSU_start_fiftytwo_long -             45   4.7e-14   45.1   0.0   1   1   7.9e-14     8e-14   44.4   0.0     3    45   285   326   284   326 0.96 -
M02696:28:000000000-ATWK5:1:1101:20003:4951 -            343 4_LSU_Fungi_Ge_4_LSU_start_fiftytwo_long -             45   4.7e-14   45.1   0.0   1   1   7.9e-14     8e-14   44.4   0.0     3    45   286   327   285   327 0.96 -
M02696:28:000000000-ATWK5:1:1101:12830:3515 -            343 4_LSU_Fungi_Ge_4_LSU_start_fiftytwo_long -             45   4.7e-14   45.1   0.0   1   1   7.9e-14     8e-14   44.4   0.0     3    45   286   327   285   327 0.96 -
M02696:28:000000000-ATWK5:1:1101:22268:5099 -            342 4_LSU_Fungi_Ge_4_LSU_start_fiftytwo_long -             45   4.7e-14   45.1   0.0   1   1   7.9e-14     8e-14   44.4   0.0     3    45   285   326   284   326 0.96 -
M02696:28:000000000-ATWK5:1:1101:12189:1843 -            343 4_LSU_Fungi_Ge_4_LSU_start_fiftytwo_long -             45   4.7e-14   45.1   0.0   1   1   7.9e-14     8e-14   44.4   0.0     3    45   286   327   285   327 0.96 -
M02696:28:000000000-ATWK5:1:1101:20616:3550 -            343 4_LSU_Fungi_Ge_4_LSU_start_fiftytwo_long -             45   4.7e-14   45.1   0.0   1   1   7.9e-14     8e-14   44.4   0.0     3    45   286   327   285   327 0.96 -
M02696:28:000000000-ATWK5:1:1101:23402:4478 -            343 4_LSU_Fungi_Ge_4_LSU_start_fiftytwo_long -             45   4.7e-14   45.1   0.0   1   1   7.9e-14     8e-14   44.4   0.0     3    45   286   327   285   327 0.96 -
M02696:28:000000000-ATWK5:1:1101:18616:4411 -            343 4_LSU_Fungi_Ge_4_LSU_start_fiftytwo_long -             45   4.7e-14   45.1   0.0   1   1   7.9e-14     8e-14   44.4   0.0     3    45   286   327   285   327 0.96 -
M02696:28:000000000-ATWK5:1:1101:20645:1124 -            343 4_LSU_Fungi_Ge_4_LSU_start_fiftytwo_long -             45   4.8e-14   45.1   0.0   1   1   7.9e-14     8e-14   44.4   0.0     3    45   286   327   285   327 0.96 -
M02696:28:000000000-ATWK5:1:1101:16787:1549 -            343 4_LSU_Fungi_Ge_4_LSU_start_fiftytwo_long -             45   4.8e-14   45.1   0.0   1   1   7.9e-14     8e-14   44.4   0.0     3    45   286   327   285   327 0.96 -
M02696:28:000000000-ATWK5:1:1101:6883:4653  -            343 4_LSU_Fungi_Ge_4_LSU_start_fiftytwo_long -             45   4.8e-14   45.1   0.0   1   1   7.9e-14     8e-14   44.4   0.0     3    45   286   327   285   327 0.96 -
M02696:28:000000000-ATWK5:1:1101:19840:1384 -            343 4_LSU_Fungi_Ge_4_LSU_start_fiftytwo_long -             45   4.8e-14   45.1   0.0   1   1   7.9e-14     8e-14   44.4   0.0     3    45   286   327   285   327 0.96 -
M02696:28:000000000-ATWK5:1:1101:22403:2112 -            343 4_LSU_Fungi_Ge_4_LSU_start_fiftytwo_long -             45   4.8e-14   45.1   0.0   1   1   7.9e-14     8e-14   44.4   0.0     3    45   286   327   285   327 0.96 -
M02696:28:000000000-ATWK5:1:1101:13652:3569 -            343 4_LSU_Fungi_Ge_4_LSU_start_fiftytwo_long -             45   4.8e-14   45.1   0.0   1   1   7.9e-14     8e-14   44.4   0.0     3    45   286   327   285   327 0.96 -
M02696:28:000000000-ATWK5:1:1101:12154:1708 -            343 4_LSU_Fungi_Ge_4_LSU_start_fiftytwo_long -             45   4.8e-14   45.1   0.0   1   1   7.9e-14     8e-14   44.4   0.0     3    45   286   327   285   327 0.96 -
M02696:28:000000000-ATWK5:1:1101:19794:2984 -            343 4_LSU_Fungi_Ge_4_LSU_start_fiftytwo_long -             45   4.8e-14   45.1   0.0   1   1   7.9e-14     8e-14   44.4   0.0     3    45   286   327   285   327 0.96 -
M02696:28:000000000-ATWK5:1:1101:8414:3917  -            343 4_LSU_Fungi_Ge_4_LSU_start_fiftytwo_long -             45   4.8e-14   45.1   0.0   1   1   7.9e-14     8e-14   44.4   0.0     3    45   286   327   285   327 0.96 -
M02696:28:000000000-ATWK5:1:1101:12125:1794 -            343 4_LSU_Fungi_Ge_4_LSU_start_fiftytwo_long -             45   4.8e-14   45.1   0.0   1   1   7.9e-14     8e-14   44.4   0.0     3    45   286   327   285   327 0.96 -
M02696:28:000000000-ATWK5:1:1101:22785:2001 -            343 4_LSU_Fungi_Ge_4_LSU_start_fiftytwo_long -             45   4.8e-14   45.1   0.0   1   1   7.9e-14     8e-14   44.4   0.0     3    45   286   327   285   327 0.96 -
M02696:28:000000000-ATWK5:1:1101:23697:4779 -            343 4_LSU_Fungi_Ge_4_LSU_start_fiftytwo_long -             45   4.8e-14   45.1   0.0   1   1   7.9e-14     8e-14   44.4   0.0     3    45   286   327   285   327 0.96 -
M02696:28:000000000-ATWK5:1:1101:8772:1513  -            335 4_LSU_Fungi_Ge_4_LSU_start_fiftytwo_long -             45   7.6e-14   44.4   0.0   1   1   1.5e-13   1.6e-13   43.5   0.0     2    45   277   319   276   319 0.96 -
M02696:28:000000000-ATWK5:1:1101:18723:3554 -            357 4_LSU_Fungi_Ge_4_LSU_start_fiftytwo_long -             45     1e-13   44.0   0.0   1   1     2e-13     2e-13   43.1   0.0     2    45   299   341   299   341 0.96 -
M02696:28:000000000-ATWK5:1:1101:24221:4483 -            348 4_LSU_Fungi_Ge_4_LSU_start_fiftytwo_long -             45   3.9e-13   42.2   0.0   1   1   7.1e-13   7.2e-13   41.3   0.0     3    45   291   332   290   332 0.96 -
M02696:28:000000000-ATWK5:1:1101:19277:2582 -            341 4_LSU_Fungi_Ge_4_LSU_start_fiftytwo_long -             45   6.4e-13   41.5   0.0   1   1   1.1e-12   1.1e-12   40.7   0.0     3    45   284   325   282   325 0.96 -
M02696:28:000000000-ATWK5:1:1101:20474:4468 -            342 4_LSU_Fungi_Ge_4_LSU_start_fiftytwo_long -             45   6.4e-13   41.5   0.0   1   1   1.1e-12   1.1e-12   40.7   0.0     3    45   285   326   283   326 0.96 -
M02696:28:000000000-ATWK5:1:1101:9449:5060  -            343 4_LSU_Fungi_Ge_4_LSU_start_fiftytwo_long -             45   7.5e-13   41.3   0.0   1   1   1.3e-12   1.3e-12   40.5   0.0     3    45   286   327   285   327 0.96 -
M02696:28:000000000-ATWK5:1:1101:17972:2096 -            382 4_LSU_Fungi_Ge_4_LSU_start_fiftytwo_long -             45   4.9e-12   38.7   0.0   1   1   9.7e-12   9.7e-12   37.7   0.0     3    45   325   366   324   366 0.96 -
M02696:28:000000000-ATWK5:1:1101:21296:1644 -            384 4_LSU_Fungi_Ge_4_LSU_start_fiftytwo_long -             45   4.9e-12   38.6   0.0   1   1   9.7e-12   9.8e-12   37.7   0.0     3    45   327   368   326   368 0.96 -
M02696:28:000000000-ATWK5:1:1101:19365:1209 -            418 4_LSU_Fungi_Ge_4_LSU_start_fiftytwo_long -             45   2.9e-10   33.0   0.0   1   1   5.7e-10   5.7e-10   32.0   0.0     4    45   362   402   361   402 0.93 -
M02696:28:000000000-ATWK5:1:1101:25205:3208 -            407 4_LSU_Fungi_Ge_4_LSU_start_fiftytwo_long -             45   2.9e-10   33.0   0.0   1   1   5.5e-10   5.5e-10   32.1   0.0     4    45   351   391   350   391 0.93 -
M02696:28:000000000-ATWK5:1:1101:14772:2804 -            356 4_LSU_Fungi_Ge_4_LSU_start_fiftytwo_long -             45     3e-09   29.8   0.0   1   1     6e-09     6e-09   28.8   0.0     3    45   300   341   299   341 0.88 -
M02696:28:000000000-ATWK5:1:1101:13793:4071 -            357 4_LSU_Fungi_Ge_4_LSU_start_fiftytwo_long -             45     3e-09   29.7   0.0   1   1     6e-09     6e-09   28.8   0.0     3    45   300   341   299   341 0.88 -
M02696:28:000000000-ATWK5:1:1101:15518:2558 -            436 4_LSU_Fungi_Ge_4_LSU_start_fiftytwo_long -             45   1.6e-08   27.4   0.0   1   1   3.8e-08   3.8e-08   26.2   0.0     5    45   381   420   379   420 0.94 -
M02696:28:000000000-ATWK5:1:1101:10427:1489 -            422 4_LSU_Fungi_Ge_4_LSU_start_fiftytwo_long -             45   1.6e-07   24.2   0.0   1   1   4.1e-07   4.1e-07   22.9   0.0     5    45   367   406   364   406 0.91 -
M02696:28:000000000-ATWK5:1:1101:20029:4646 -            432 4_LSU_Fungi_Ge_4_LSU_start_fiftytwo_long -             45   1.6e-07   24.2   0.0   1   1   4.2e-07   4.2e-07   22.9   0.0     5    45   377   416   374   416 0.91 -
M02696:28:000000000-ATWK5:1:1101:23916:2480 -            438 4_LSU_Fungi_Ge_4_LSU_start_fiftytwo_long -             45   1.8e-07   24.1   0.0   1   1   4.4e-07   4.5e-07   22.8   0.0     5    45   383   422   381   422 0.91 -
M02696:28:000000000-ATWK5:1:1101:17782:4348 -            435 4_LSU_Fungi_Ge_4_LSU_start_fiftytwo_long -             45   1.8e-07   24.1   0.0   1   1   4.2e-07   4.3e-07   22.8   0.0     5    45   380   419   377   419 0.91 -
M02696:28:000000000-ATWK5:1:1101:8776:1412  -            438 4_LSU_Fungi_Ge_4_LSU_start_fiftytwo_long -             45   1.8e-07   24.1   0.0   1   1   4.4e-07   4.5e-07   22.8   0.0     5    45   383   422   381   422 0.91 -
M02696:28:000000000-ATWK5:1:1101:21179:2925 -            438 4_LSU_Fungi_Ge_4_LSU_start_fiftytwo_long -             45   1.8e-07   24.1   0.0   1   1   4.4e-07   4.5e-07   22.8   0.0     5    45   383   422   381   422 0.91 -
M02696:28:000000000-ATWK5:1:1101:8628:3301  -            435 4_LSU_Fungi_Ge_4_LSU_start_fiftytwo_long -             45   1.8e-07   24.1   0.0   1   1   4.2e-07   4.3e-07   22.8   0.0     5    45   380   419   377   419 0.91 -
M02696:28:000000000-ATWK5:1:1101:11728:3897 -            435 4_LSU_Fungi_Ge_4_LSU_start_fiftytwo_long -             45   1.8e-07   24.1   0.0   1   1   4.2e-07   4.3e-07   22.8   0.0     5    45   380   419   377   419 0.91 -
M02696:28:000000000-ATWK5:1:1101:18024:2891 -            434 4_LSU_Fungi_Ge_4_LSU_start_fiftytwo_long -             45   1.8e-07   24.1   0.0   1   1   4.2e-07   4.2e-07   22.9   0.0     5    45   379   418   376   418 0.91 -
M02696:28:000000000-ATWK5:1:1101:19799:2914 -            435 4_LSU_Fungi_Ge_4_LSU_start_fiftytwo_long -             45   1.8e-07   24.1   0.0   1   1   4.2e-07   4.3e-07   22.8   0.0     5    45   380   419   377   419 0.91 -
M02696:28:000000000-ATWK5:1:1101:4498:4938  -            433 4_LSU_Fungi_Ge_4_LSU_start_fiftytwo_long -             45   1.8e-07   24.1   0.0   1   1   4.4e-07   4.4e-07   22.8   0.0     5    45   378   417   376   417 0.91 -
M02696:28:000000000-ATWK5:1:1101:22964:1294 -            435 4_LSU_Fungi_Ge_4_LSU_start_fiftytwo_long -             45   1.8e-07   24.1   0.0   1   1   4.2e-07   4.3e-07   22.8   0.0     5    45   380   419   377   419 0.91 -
M02696:28:000000000-ATWK5:1:1101:11577:4520 -            436 4_LSU_Fungi_Ge_4_LSU_start_fiftytwo_long -             45   1.8e-07   24.1   0.0   1   1   4.2e-07   4.3e-07   22.8   0.0     5    45   381   420   378   420 0.91 -
M02696:28:000000000-ATWK5:1:1101:25378:5279 -            436 4_LSU_Fungi_Ge_4_LSU_start_fiftytwo_long -             45   1.8e-07   24.0   0.0   1   1   4.2e-07   4.3e-07   22.8   0.0     5    45   381   420   378   420 0.91 -
M02696:28:000000000-ATWK5:1:1101:18342:2044 -            433 4_LSU_Fungi_Ge_4_LSU_start_fiftytwo_long -             45   1.8e-07   24.0   0.0   1   1   4.4e-07   4.4e-07   22.8   0.0     5    45   378   417   376   417 0.91 -
M02696:28:000000000-ATWK5:1:1101:13861:4991 -            435 4_LSU_Fungi_Ge_4_LSU_start_fiftytwo_long -             45   1.8e-07   24.0   0.0   1   1   4.2e-07   4.3e-07   22.8   0.0     5    45   380   419   377   419 0.91 -
M02696:28:000000000-ATWK5:1:1101:15402:2503 -            436 4_LSU_Fungi_Ge_4_LSU_start_fiftytwo_long -             45   1.8e-07   24.0   0.0   1   1   4.2e-07   4.3e-07   22.8   0.0     5    45   381   420   378   420 0.91 -
M02696:28:000000000-ATWK5:1:1101:18237:1130 -            435 4_LSU_Fungi_Ge_4_LSU_start_fiftytwo_long -             45   1.8e-07   24.0   0.0   1   1   4.2e-07   4.3e-07   22.8   0.0     5    45   380   419   377   419 0.91 -
M02696:28:000000000-ATWK5:1:1101:17023:4937 -            435 4_LSU_Fungi_Ge_4_LSU_start_fiftytwo_long -             45   1.8e-07   24.0   0.0   1   1   4.2e-07   4.3e-07   22.8   0.0     5    45   380   419   377   419 0.91 -
M02696:28:000000000-ATWK5:1:1101:17655:1939 -            435 4_LSU_Fungi_Ge_4_LSU_start_fiftytwo_long -             45   1.8e-07   24.0   0.0   1   1   4.2e-07   4.3e-07   22.8   0.0     5    45   380   419   377   419 0.91 -
M02696:28:000000000-ATWK5:1:1101:21090:1000 -            436 4_LSU_Fungi_Ge_4_LSU_start_fiftytwo_long -             45   1.8e-07   24.0   0.0   1   1   4.2e-07   4.3e-07   22.8   0.0     5    45   381   420   378   420 0.91 -
M02696:28:000000000-ATWK5:1:1101:9449:3897  -            436 4_LSU_Fungi_Ge_4_LSU_start_fiftytwo_long -             45   1.8e-07   24.0   0.0   1   1   4.2e-07   4.3e-07   22.8   0.0     5    45   381   420   378   420 0.91 -
M02696:28:000000000-ATWK5:1:1101:12698:1563 -            439 4_LSU_Fungi_Ge_4_LSU_start_fiftytwo_long -             45   1.8e-07   24.0   0.0   1   1   4.3e-07   4.3e-07   22.8   0.0     5    45   384   423   381   423 0.91 -
M02696:28:000000000-ATWK5:1:1101:23424:2640 -            439 4_LSU_Fungi_Ge_4_LSU_start_fiftytwo_long -             45   1.8e-07   24.0   0.0   1   1   4.3e-07   4.3e-07   22.8   0.0     5    45   384   423   381   423 0.91 -
M02696:28:000000000-ATWK5:1:1101:25893:3588 -            439 4_LSU_Fungi_Ge_4_LSU_start_fiftytwo_long -             45   1.8e-07   24.0   0.0   1   1   4.3e-07   4.3e-07   22.8   0.0     5    45   384   423   381   423 0.91 -
M02696:28:000000000-ATWK5:1:1101:25791:3730 -            439 4_LSU_Fungi_Ge_4_LSU_start_fiftytwo_long -             45   1.8e-07   24.0   0.0   1   1   4.3e-07   4.3e-07   22.8   0.0     5    45   384   423   381   423 0.91 -
M02696:28:000000000-ATWK5:1:1101:20471:4087 -            439 4_LSU_Fungi_Ge_4_LSU_start_fiftytwo_long -             45   1.8e-07   24.0   0.0   1   1   4.3e-07   4.3e-07   22.8   0.0     5    45   384   423   381   423 0.91 -
M02696:28:000000000-ATWK5:1:1101:19573:1370 -            439 4_LSU_Fungi_Ge_4_LSU_start_fiftytwo_long -             45   1.9e-07   24.0   0.0   1   1   4.3e-07   4.3e-07   22.8   0.0     5    45   384   423   381   423 0.91 -
M02696:28:000000000-ATWK5:1:1101:21383:5130 -            436 4_LSU_Fungi_Ge_4_LSU_start_fiftytwo_long -             45     2e-07   23.9   0.0   1   1   4.2e-07   4.3e-07   22.8   0.0     5    45   381   420   378   420 0.91 -
M02696:28:000000000-ATWK5:1:1101:23252:4876 -            436 4_LSU_Fungi_Ge_4_LSU_start_fiftytwo_long -             45   2.1e-07   23.8   0.0   1   1   4.2e-07   4.3e-07   22.8   0.0     5    45   381   420   378   420 0.91 -
M02696:28:000000000-ATWK5:1:1101:23011:4341 -            385 4_LSU_Fungi_Ge_4_LSU_start_fiftytwo_long -             45   7.4e-07   22.1   0.0   1   1   1.4e-06   1.4e-06   21.2   0.0     5    45   330   369   322   369 0.86 -
M02696:28:000000000-ATWK5:1:1101:10993:2885 -            375 4_LSU_Fungi_Ge_4_LSU_start_fiftytwo_long -             45   1.5e-06   21.1   0.0   1   1   3.2e-06   3.2e-06   20.0   0.0    13    45   328   359   323   359 0.93 -
M02696:28:000000000-ATWK5:1:1101:24854:3090 -            441 4_LSU_Fungi_Ge_4_LSU_start_fiftytwo_long -             45   3.1e-05   16.9   0.0   1   1   5.3e-05   5.4e-05   16.1   0.0    13    45   394   425   384   425 0.78 -
M02696:28:000000000-ATWK5:1:1101:6340:4130  -            441 4_LSU_Fungi_Ge_4_LSU_start_fiftytwo_long -             45   5.7e-05   16.0   0.0   1   1   0.00011   0.00011   15.2   0.0    27    45   407   425   394   425 0.90 -
M02696:28:000000000-ATWK5:1:1101:16900:4111 -            441 4_LSU_Fungi_Ge_4_LSU_start_fiftytwo_long -             45   5.9e-05   16.0   0.0   1   1   0.00011   0.00011   15.2   0.0    27    45   407   425   394   425 0.90 -
M02696:28:000000000-ATWK5:1:1101:23788:3007 -            441 4_LSU_Fungi_Ge_4_LSU_start_fiftytwo_long -             45   5.9e-05   16.0   0.0   1   1   0.00011   0.00011   15.2   0.0    27    45   407   425   394   425 0.90 -
M02696:28:000000000-ATWK5:1:1101:12234:1475 -            441 4_LSU_Fungi_Ge_4_LSU_start_fiftytwo_long -             45   5.9e-05   16.0   0.0   1   1   0.00011   0.00011   15.2   0.0    27    45   407   425   394   425 0.90 -
M02696:28:000000000-ATWK5:1:1101:8978:1164  -            441 4_LSU_Fungi_Ge_4_LSU_start_fiftytwo_long -             45   5.9e-05   16.0   0.0   1   1   0.00011   0.00011   15.2   0.0    27    45   407   425   394   425 0.90 -
M02696:28:000000000-ATWK5:1:1101:22199:3124 -            441 4_LSU_Fungi_Ge_4_LSU_start_fiftytwo_long -             45   5.9e-05   16.0   0.0   1   1   0.00011   0.00011   15.2   0.0    27    45   407   425   394   425 0.90 -
M02696:28:000000000-ATWK5:1:1101:17643:2492 -            441 4_LSU_Fungi_Ge_4_LSU_start_fiftytwo_long -             45   5.9e-05   16.0   0.0   1   1   0.00011   0.00011   15.2   0.0    27    45   407   425   394   425 0.90 -
M02696:28:000000000-ATWK5:1:1101:10899:1561 -            441 4_LSU_Fungi_Ge_4_LSU_start_fiftytwo_long -             45   5.9e-05   16.0   0.0   1   1   0.00011   0.00011   15.2   0.0    27    45   407   425   394   425 0.90 -
M02696:28:000000000-ATWK5:1:1101:7008:3832  -            441 4_LSU_Fungi_Ge_4_LSU_start_fiftytwo_long -             45   5.9e-05   16.0   0.0   1   1   0.00011   0.00011   15.2   0.0    27    45   407   425   394   425 0.90 -
M02696:28:000000000-ATWK5:1:1101:11203:3592 -            441 4_LSU_Fungi_Ge_4_LSU_start_fiftytwo_long -             45   5.9e-05   16.0   0.0   1   1   0.00011   0.00011   15.2   0.0    27    45   407   425   394   425 0.90 -
M02696:28:000000000-ATWK5:1:1101:17960:2168 -            441 4_LSU_Fungi_Ge_4_LSU_start_fiftytwo_long -             45     6e-05   16.0   0.0   1   1   0.00011   0.00011   15.2   0.0    27    45   407   425   394   425 0.90 -
M02696:28:000000000-ATWK5:1:1101:9875:2722  -            441 4_LSU_Fungi_Ge_4_LSU_start_fiftytwo_long -             45     6e-05   16.0   0.0   1   1   0.00011   0.00011   15.2   0.0    27    45   407   425   394   425 0.90 -
M02696:28:000000000-ATWK5:1:1101:20792:3127 -            441 4_LSU_Fungi_Ge_4_LSU_start_fiftytwo_long -             45     6e-05   16.0   0.0   1   1   0.00011   0.00011   15.2   0.0    27    45   407   425   394   425 0.90 -
M02696:28:000000000-ATWK5:1:1101:11702:2262 -            441 4_LSU_Fungi_Ge_4_LSU_start_fiftytwo_long -             45     6e-05   16.0   0.0   1   1   0.00011   0.00011   15.2   0.0    27    45   407   425   394   425 0.90 -
M02696:28:000000000-ATWK5:1:1101:7632:3448  -            440 4_LSU_Fungi_Ge_4_LSU_start_fiftytwo_long -             45     6e-05   16.0   0.0   1   1   0.00011   0.00011   15.2   0.0    27    45   406   424   393   424 0.90 -
M02696:28:000000000-ATWK5:1:1101:6752:3813  -            337 4_LSU_Fungi_Ge_4_LSU_start_five_long -             45   4.2e-19   61.4   0.0   1   1     8e-19     8e-19   60.5   0.0     1    45   278   322   278   322 0.98 -
M02696:28:000000000-ATWK5:1:1101:22785:2318 -            338 4_LSU_Fungi_Ge_4_LSU_start_five_long -             45   4.2e-19   61.4   0.0   1   1   8.1e-19   8.1e-19   60.5   0.0     1    45   279   323   279   323 0.98 -
M02696:28:000000000-ATWK5:1:1101:16901:2120 -            337 4_LSU_Fungi_Ge_4_LSU_start_five_long -             45   4.2e-19   61.4   0.0   1   1     8e-19     8e-19   60.5   0.0     1    45   278   322   278   322 0.98 -
M02696:28:000000000-ATWK5:1:1101:9422:4042  -            337 4_LSU_Fungi_Ge_4_LSU_start_five_long -             45   4.2e-19   61.4   0.0   1   1     8e-19     8e-19   60.5   0.0     1    45   278   322   278   322 0.98 -
M02696:28:000000000-ATWK5:1:1101:22251:4528 -            337 4_LSU_Fungi_Ge_4_LSU_start_five_long -             45   4.2e-19   61.4   0.0   1   1     8e-19     8e-19   60.5   0.0     1    45   278   322   278   322 0.98 -
M02696:28:000000000-ATWK5:1:1101:17080:5114 -            338 4_LSU_Fungi_Ge_4_LSU_start_five_long -             45   4.3e-19   61.4   0.0   1   1   8.1e-19   8.1e-19   60.5   0.0     1    45   279   323   279   323 0.98 -
M02696:28:000000000-ATWK5:1:1101:6190:5013  -            353 4_LSU_Fungi_Ge_4_LSU_start_five_long -             45   4.4e-19   61.4   0.0   1   1   8.6e-19   8.6e-19   60.4   0.0     1    45   294   338   294   338 0.98 -
M02696:28:000000000-ATWK5:1:1101:9689:1243  -            338 4_LSU_Fungi_Ge_4_LSU_start_five_long -             45   4.4e-19   61.3   0.0   1   1   8.1e-19   8.1e-19   60.5   0.0     1    45   279   323   279   323 0.98 -
